,text,sentiment,numaric_presentatin_of_sentiment
4033,this morning i took the responsibility upon me as a keyworker with the severity it needed and got the… ,Neutral,1
4034,this week we look at antivax communities on social media covidvaccine covidvaccination pfizerbiontech… ,Neutral,1
4035,matthancock keirstarmer borisjohnson pfizer vaccine second dose should be given out after  weeks stop messing… ,Negative,0
4036,samtapsell bbcnickrobinson thebma  so why has this analysis vanished from the debate seems the ide… ,Neutral,1
4037,pfizer’s covid vaccine approved by australia pfizer pfizerbiontech  australia  coronavirus… ,Positive,2
4038,wysiw this  balanceiskey growlabssa · jan  dear pfizer pfizerbiontech pfizervaccine care to comment… ,Positive,2
4039,australia’s health regulator approves pfizer covid vaccine for use tgagovau healthgovau nswhealth… ,Positive,2
4040,i will be getting my second dose of the pfizerbiontech  vaccine tomorrow this morning no issues with… ,Negative,0
4041,australia on monday approved the pfizerbiontech  for use but warned astrazenecas international p… ,Negative,0
4042,jonotabot lambertpp jorghfritz said both vaccines were approved they went through rigorous testing… ,Positive,2
4043,day  after taking the pfizerbiontech vaccine soreness is gone fighting fit ,Neutral,1
4044,uncertainty over week covid jab interval intensifies as uk rollout expands … ,Negative,0
4045,australia approves pfizerbiontech covid vaccine australia pfizerbiontech ,Positive,2
4046,feeling incredibly lucky and happy to have completed my  steps of the pfizerbiontech covidvaccine ,Positive,2
4047,q would you delay your covidvaccine booster knowing that another person was able to get their  a if yes th… ,Positive,2
4048,given my first dose of pfizerbiontech vaccine on friday thank you nhs  epsomsthelier sabpnhs nhs nhsheroes… ,Positive,2
4049,tbh i would love to read the contract between any country and pfizerbiontech indeed in any contract you would… ,Positive,2
4050,moderna vaccine cdcgov overview note for lymphedema patients alternative to arm is thigh not buttocks oxford v… ,Neutral,1
4051,biontechpfizer vaccine overview pdf with administration details note for lymphedema patients alternative to a… ,Neutral,1
4052,lets look at the figures differently bulgaria vaccines delivered   pfizerbiontech … ,Neutral,1
4053,as it has been reported that the pfizerbiontech  vaccine vials can provide an extra dose the fda update… ,Neutral,1
4054,fully vaccinated thisisourshot pfizerbiontech ,Neutral,1
4055,carryonretired  borisjohnson and at the very least borisjohnson and matthancock need to be called ou… ,Neutral,1
4056,got my first dose of the pfizerbiontech  coronavirusvaccine yesterday  side effects over the last  hou… ,Neutral,1
4057,becky and alex today vaccinating at kgh today success day regardless of the snow proud of everybody that made it… ,Positive,2
4058,so grateful for this first step towards normality nhselft thankyounhs healthcare pfizerbiontech ,Positive,2
4059,day  of   well it’s a given that you have to post a similar picture when you get the vaccine so here’s mine… ,Positive,2
4060,dose   vaccinated fauciouchie covax pfizerbiontech ,Neutral,1
4061,informative article on how mrna vaccines work note no it does not alter your dna pfizerbiontech moderna… ,Negative,0
4062,even they know it’s not working  their rollout is not going as well as they planned so now “second vaccine d… ,Negative,0
4063,peston we are at the point where many of the  doses of pfizerbiontech administered are reaching or have passed… ,Positive,2
4064, incredibly grateful to have received my first dose of the pfizerbiontech vaccine today proud to be a part of… ,Positive,2
4065,ill effects so far  a tender upper arm was unable to sleep on that side however no worse than my annual flu j… ,Negative,0
4066,do you think in  weeks time they will say “sorry we ran out of vaccines” pfizerbiontech vaccinestrategy,Neutral,1
4067,yeah  can pfizerbiontech keep up with the production   the star online who agrees to buy up… ,Positive,2
4068,captainwilco conflicting info from israel about effectiveness of pfizerbiontech vaccine although my comment in t… ,Negative,0
4069,first dose of covid vaccine  done pfizerbiontech,Neutral,1
4070,heathrowno piersmorgan borisjohnson matthancock nadhimzahawi there is no data to support delaying second vacci… ,Positive,2
4071,rollout will commence with the successful negotiation and execution of supply agreements covax stated… ,Positive,2
4072,within the last  hours all of my relatives over  years old have received the covidvaccine thank you so much i… ,Positive,2
4073,fully vaccinated pfizerbiontech ,Neutral,1
4074,day  post vaccination  dose chills fatigue and sore arm covidvaccine pfizerbiontech ,Negative,0
4075,matthancock you are lying the uk has not vaccinated  million people vaccination requires  shots of vaccine… ,Negative,0
4076,ridgeonsunday can’t understand how anthonyharnden can use data from the astrazeneca vaccine in itself discovered… ,Neutral,1
4077,vaughangething making out his cmo and public health wales know better than pfizer biotech never mind what we wer… ,Positive,2
4078,how is this not being challenged he is going against the manufacturers recommendation its not proven to be nearl… ,Positive,2
4079,when are we going to accept that the wish to be over with the pandemic and the reluctance of western governments to… ,Positive,2
4080,almost a month later thebma decide it is now worth debating “off label” covidvaccine strategy much too late… ,Positive,2
4081,are we being lied to about the vaccine ridge sophyridgesky skynews pfizerbiontech is  weeks delay too long marr lgnhs,Negative,0
4082,interested in volunteering in this lifechanging programme go to nhs covidvacccine… ,Positive,2
4083,vaccin arn messager  pfizerbiontech comirnaty  ,Neutral,1
4084,so far at the time of writing there have been  deaths in norway related to the covid vaccine experts are sayin… ,Neutral,1
4085,an indepth evidencebased update on the key aspects of pfizer biontech covid vaccine epiminutes… ,Neutral,1
4086,federal treasurer josh frydenberg says pfizerbiontech vaccine shortages overseas are unlikely to affect… ,Neutral,1
4087,andreiasaveswe klm which is pretty nuts since the pfizerbiontech vaccines are made in belgium  next door  you… ,Positive,2
4088,who inks deal for delivery of pfizerbiontech vaccines in poor countries coronavirus coronavaccine… ,Negative,0
4089,senatorwong amapresident none of them are experts on  the so called vaccine is not a vaccine it is a syn… ,Neutral,1
4090,vivekagnihotri really where is pfizerbiontech vaccine coming from,Neutral,1
4091,allergic reactions including anaphylaxis after receipt of the first dose of pfizerbiontech covid vaccine usa… ,Negative,0
4092,echoing hewlettangela this is great news since the pfizerbiontech covidvaccine for kids  is fully enrolle… ,Positive,2
4093,if this government made cars the same way it is administering vaccine oneoftwo  vaccination… ,Neutral,1
4094,pfizerfrance heres manufacture pfizerfrance pfizerbiontech  sanofifr changes   months to make it  we don… ,Neutral,1
4095,human life with the virus socialdistancing  coronavirus humanlife sparce… ,Neutral,1
4096,meet seven of our frontline healthcare workers who rolled up their sleeves to be among the first in miamidade coun… ,Neutral,1
4097,cityoflavista  people in the us have died after receiving a vaccine for  according to reports submitte… ,Negative,0
4098,getting ready to roll my sleeve up for dose  of the pfizerbiontech covidvaccine grhospitalkw on monday feelin… ,Positive,2
4099,dose   covidvaccine pfizerbiontech theendisnear ,Neutral,1
4100, protected na from  pfizerbiontech ,Positive,2
4101,dha is working on rescheduling the  dose of the  pfizerbiontech vaccine uaebarqen ,Neutral,1
4102,mancunianmedic oldburysally stsenka drmarimcv gpdiarist christmasrowena francesmair rslewissally jbagpuss… ,Neutral,1
4103,i spoke to my grandparents yesterday who are really worried about the implications of this and whether their pfizer… ,Negative,0
4104,not been on here for ages but worth it today as i’ve had my pfizerbiontech vaccine and finished a second shift a… ,Positive,2
4105,peer vaccinator mairead duggan adon at st camillus hospital from newmarketonfergus co clare said “i’m thril… ,Neutral,1
4106,nothing makes sense here at all they know how critical the demand is they also knew production would be massive… ,Negative,0
4107,i hope everyone is paying attention to this this is a huge mistake this decision needs to be reversed immediately… ,Positive,2
4108,about time the media joined healthcare professionals to realise the sheer idiocy of delayed the pfizer biontech vac… ,Negative,0
4109,vaccine dose  in the books thank you again to all the healthcare providers and scientists that made this vaccin… ,Positive,2
4110,covid vaccination complete   pfizerbiontech one big step closer to normality  ,Neutral,1
4111,day   until now no side effects no headache no swelling sleeping well and feeling good  pfizerbiontech,Neutral,1
4112,matthancock  vaccination is  doses according to manufacturer and who stop playing with with false numbers woul… ,Negative,0
4113,best feeling when i got my covidvaccine let’s keep this going florida vaccination pfizerbiontech… ,Positive,2
4114,getting my  shot tonight  pfizerbiontech ,Neutral,1
4115,one day after receiving the  dose of the pfizerbiontech vaccine i feel great only a little bit of ache in the… ,Positive,2
4116,the pressure is well and truly on the government about the decision to delay the second jab of the… ,Positive,2
4117,the last dose is not guaranteed this is asking for trouble what if there’s half a dose left what a position to… ,Negative,0
